id,cabinet,party,pm,defector,party_id_source,data_source,description,comment,data_json
1147,287,856,0,1,New Union,reuters,New Union (NS) left cabinet on 11 April 2006 after the speaker of parliament was voted out of office.,,
1148,340,701,0,0,POSL LSAP Social Democrats,,,,
1149,340,1234,1,0,psc PCS CSV Christian Social Party,,,,
1150,174,151,0,0,pc PCL KPL Communists,,,,
1151,174,701,0,0,POSL LSAP Social Democrats,,,,
1152,174,967,0,0,gd PD DP Democrats,,,,
1153,174,1234,1,0,psc PCS CSV Christian Social Party,,,,
1154,395,967,0,0,PD DP Democrats,,,,
1155,395,1234,1,0,psc PCS CSV Christian Social Party,,,,
1156,799,967,0,0,gd PD DP Democrats,,,,
1157,799,1234,1,0,psc PCS CSV Christian Social Party,,,,
1158,360,701,0,0,POSL LSAP Social Democrats,,,,
1159,360,1234,1,0,psc PCS CSV Christian Social Party,,,,
1160,532,701,0,0,POSL LSAP Social Democrats,,,,
1161,532,1234,1,0,psc PCS CSV Christian Social Party,,,,
1162,500,701,0,0,POSL LSAP Social Democrats,,,,
1163,500,1234,1,0,psc PCS CSV Christian Social Party,,,,
1164,544,701,0,1,LSAP,"mueller, nyt",Luxembourg Socialist Workers' Party (LSAP) ministers left government after CSV joined a vote of non-confidence against an LSAP minister.,,
1165,544,1234,1,0,psc PCS CSV Christian Social Party,,,,
1166,832,967,0,0,PD DP Democrats,,,,
1167,832,1234,1,0,psc PCS CSV Christian Social Party,,,,
1168,491,701,0,0,POSL LSAP Social Democrats,,,,
1169,491,1234,1,0,psc PCS CSV Christian Social Party,,,,
1170,101,967,0,0,PD DP Democrats,,,,
1171,101,1234,1,0,psc PCS CSV Christian Social Party,,,,
1172,655,701,0,0,POSL LSAP Social Democrats,,,,
1173,655,967,1,0,PD DP Democrats,,,,
1174,27,967,0,0,PD DP Democrats,,,,
1175,27,1234,1,0,psc PCS CSV Christian Social Party,,,,
1176,175,701,0,0,POSL LSAP Social Democrats,,,,
1177,175,1234,1,0,psc PCS CSV Christian Social Party,,,,
1178,418,701,0,0,POSL LSAP Social Democrats,,,,
1179,418,1234,1,0,psc PCS CSV Christian Social Party,,,,
1180,222,701,0,0,POSL LSAP Social Democrats,,,,
1181,222,1234,1,0,psc PCS CSV Christian Social Party,,,,
1182,621,701,0,0,POSL LSAP Social Democrats,,,,
1183,621,1234,1,0,PCS CSV Christian Social Party,,,,
1184,196,967,0,0,pdl PD DP Democrats,,,,
1185,196,1234,1,0,psc PCS CSV Christian Social Party,,,,
1186,12,701,0,0,posl,,,,
1187,12,1234,1,0,pcs,,,,
1188,589,984,1,0,np,,,,
1189,681,984,1,0,np,,,,
1190,295,1003,1,0,mlp,,,,
1191,816,1003,1,0,mlp,,,,
1192,606,1003,1,0,mlp,,,,
1193,83,1003,1,0,mlp,,,,
1194,122,1003,1,0,mlp,,,,
1195,3,984,1,0,np,,,,
1196,881,984,1,0,np,,,,
1197,299,1003,1,0,mlp,,,,
1198,582,984,1,0,np,,,,
1199,160,984,1,0,np,,,,
1200,298,984,1,0,np,,,,
1201,767,1451,0,0,SDAP,,,,
1202,767,451,0,0,RKSP,,,,
1203,767,405,0,0,CHU,,,,
1204,767,300,0,0,ARP,,,,
1205,96,742,0,0,PvdA Labour,,,,
1207,96,451,1,0,KVP Catholic Peoples Party,,,,
1208,128,742,1,0,PvdA Labour,,,,
1209,128,1409,0,1,VVD Liberals,,People's Party for Freedom and Democracy (VVD) supported a no-confidence vote opposing colonial policy in New Guinea. The vote got no majoriy in parliament but minister of foreign affairs Dirk Stikker resigned a day later leading to the fall of the cabinet.,,
1210,128,451,0,0,KVP Catholic Peoples Party,,,,
1211,128,405,0,0,CHU Christian Historical Union,,,,
1212,243,742,1,0,PvdA Labour,,,,
1213,243,1409,0,0,VVD Liberals,,,,
1214,243,451,0,0,KVP Catholic Peoples Party,,,,
1215,243,405,0,0,CHU Christian Historical Union,,,,
1216,366,742,1,0,PvdA Labour,,,,
1217,366,451,0,0,KVP Catholic Peoples Party,,,,
1218,366,300,0,0,ARP Anti-Revolutionary Party,,,,
1219,366,405,0,0,CHU Christian Historical Union,,,,
1220,761,742,1,1,PvdA,keesings,Labour Party (PvdA) ministers resigned on 12 December 1958 following a defeat in parliament on a vote to extend a temporary tax increase.,,
1221,761,451,0,0,KVP Catholic Peoples Party,,,,
1222,761,300,0,0,ARP Anti-Revolutionary Party,,,,
1223,761,405,0,0,CHU Christian Historical Union,,,,
1224,741,451,1,0,KVP Catholic Peoples Party,,,,
1225,741,300,0,0,ARP Anti-Revolutionary Party,,,,
1226,741,405,0,0,CHU Christian Historical Union,,,,
1227,694,1409,0,0,VVD Liberals,,,,
1228,694,451,1,0,KVP Catholic Peoples Party,,,,
1229,694,300,0,0,ARP Anti-Revolutionary Party,,,,
1230,694,405,0,0,CHU Christian Historical Union,,,,
1231,35,1409,0,0,VVD Liberals,,,,
1232,35,451,1,0,KVP Catholic Peoples Party,,,,
1233,35,300,0,0,ARP Anti-Revolutionary Party,,,,
1234,35,405,0,0,CHU Christian Historical Union,,,,
1235,518,742,0,0,PvdA Labour,,,,
1236,518,451,1,0,KVP Catholic Peoples Party,,,,
1237,518,300,0,0,ARP Anti-Revolutionary Party,,,,
1238,455,451,0,0,KVP Catholic Peoples Party,,,,
1239,455,300,1,0,ARP Anti-Revolutionary Party,,,,
1240,172,1409,0,0,VVD Liberals,,,,
1241,172,451,1,0,KVP Catholic Peoples Party,,,,
1242,172,300,0,0,ARP Anti-Revolutionary Party,,,,
1243,172,405,0,0,CHU Christian Historical Union,,,,
1244,231,1409,0,0,VVD Liberals,,,,
1245,231,451,0,0,KVP Catholic Peoples Party,,,,
1246,231,300,1,0,ARP Anti-Revolutionary Party,,,,
1247,231,402,0,1,DS70,,Democratic Socialists 70 (DS70) left cabinet in opposition to budget cuts.,,
1248,231,405,0,0,CHU Christian Historical Union,,,,
1249,291,1409,0,0,VVD Liberals,,,,
1250,291,451,0,0,KVP Catholic Peoples Party,,,,
1251,291,300,1,0,ARP Anti-Revolutionary Party,,,,
1252,291,405,0,0,CHU Christian Historical Union,,,,
1253,765,742,1,0,PvdA Labour,,,,
1254,765,342,0,0,PPR Radical Political Party,,,,
1255,765,345,0,0,d66 D 66 Libertarians,,,,
1256,765,451,0,1,KVP,nyt,Christian Democratic (KVP and ARP) ministers announced their resignation from cabinet on 22 March 1977 leading to the resignation of the entire cabinet.,,
1257,765,300,0,1,ARP,,Christian Democratic (KVP and ARP) ministers announced their resignation from cabinet on 22 March 1977 leading to the resignation of the entire cabinet.,,
1258,563,1409,0,0,VVD Liberals,,,,
1259,563,235,1,0,CDA Christian Democrats,,,,
1260,258,742,0,1,PvdA,,Labour Party (PvdA) ministers left cabinet in conflict over budget cuts.,,
1261,258,345,0,0,D66,,,,
1262,258,235,1,0,CDA,,,,
1263,6,345,0,0,D66,,,,
1264,6,235,1,0,CDA,,,,
1265,270,1409,0,0,VVD Liberals,,,,
1266,270,235,1,0,CDA Christian Democrats,,,,
1267,550,1409,0,1,VVD,,People's Party for Freedom and Democracy (VVD) withdrew over tax policy decision of cabinet ('reiskostenforfait').,,
1268,550,235,1,0,CDA Christian Democrats,,,,
1269,148,742,0,0,PvdA Labour,,,,
1270,148,235,1,0,CDA Christian Democrats,,,,
1271,637,742,1,0,PvdA Labour,,,,
1272,637,345,0,0,d66 D 66 Libertarians,,,,
1273,637,1409,0,0,VVD Liberals,,,,
1274,749,742,1,0,PvdA Labour,,,,
1275,749,345,0,0,d66 D 66 Libertarians,,,,
1276,749,1409,0,0,VVD Liberals,,,,
1277,763,1409,0,0,VVD Liberals,,,,
1278,763,235,1,0,CDA Christian Democrats,,,,
1279,763,456,0,1,lpf Fortyn List,reuters,Two Fortuyn List (LFD) ministers resigned on 16 October 2002 following an internal leadership conflict.,,
1280,124,345,0,1,D66,w,Libertarians (D66) withdrew coalition support over the Ayaan Hirsi Ali identity fraud controversy.,,
1281,124,1409,0,0,VVD Liberals,,,,
1282,124,235,1,0,CDA Christian Democrats,,,,
1283,474,878,1,0,lab LP Labour,,,,
1284,717,997,1,0,NP National Party,,,,
1285,410,997,1,0,NP National Party,,,,
1286,629,997,1,0,NP National Party,,,,
1287,869,878,1,0,lab LP Labour,,,,
1288,701,997,1,0,NP National Party,,,,
1289,668,997,1,0,NP National Party,,,,
1290,344,997,1,0,NP National Party,,,,
1291,569,997,1,0,NP National Party,,,,
1292,97,878,1,0,lab LP Labour,,,,
1293,413,878,1,0,lab LP Labour,,,,
1294,285,997,1,0,NP National Party,,,,
1295,669,997,1,0,NP National Party,,,,
1296,259,997,1,0,NP National Party,,,,
1297,121,878,1,0,lab LP Labour,,,,
1298,611,878,1,0,lab LP Labour,,,,
1299,307,878,1,0,lab LP Labour,,,,
1300,571,878,1,0,lab LP Labour,,,,
1301,473,997,1,0,National Party,reuters,,,
1302,514,997,1,0,NP National Party,,,,
1303,830,997,1,0,NP National Party,,,,
1304,620,891,0,0,NZPF First Party,,,,
1305,341,997,1,0,National Party,reuters,,,
1306,341,891,0,1,NZ First,reuters,New Zealand First (NZFP) leader Winston Peters was dismissed on 14 August 1998 following disagreement over a privatization issue.,,
1307,388,997,1,0,National Party,reuters,,,
1308,212,878,1,0,lab LP Labour,,,,
1309,212,1444,0,0,a Alliance,,,,
1310,845,878,1,0,Labour,,,,
1311,845,354,0,0,pcp,,,,
1312,666,104,1,0,Lab.,reg-no,,,
1313,58,104,1,0,A DNA Labour,mueller,,,
1315,487,104,1,0,A DNA Labour,,,,
1316,221,104,1,0,A DNA Labour,,,,
1317,53,647,0,0,V Liberals,,,,
1318,53,1538,0,0,KrF Christian Peoples Party,,,,
1319,53,1435,1,0,H Conservatives,,,,
1320,53,702,0,0,SP Centre Party,,,,
1321,510,104,1,0,A DNA Labour,,,,
1322,284,647,0,0,V Liberals,,,,
1323,284,1538,0,0,KrF Christian Peoples Party,,,,
1324,284,1435,0,0,H Conservatives,,,,
1325,284,702,1,0,SP Centre Party,,,,
1326,14,104,1,0,A DNA Labour,,,,
1327,822,647,0,0,V Liberals,,,,
1328,822,1538,1,0,KrF Christian Peoples Party,,,,
1329,822,702,0,0,SP Centre Party,,,,
1330,56,104,1,0,Labour Party,reg-no,,,
1331,520,104,1,0,Labour Party,reg-no,,,
1332,81,104,1,0,A DNA Labour,,,,
1333,485,1435,1,0,H Conservatives,,,,
1334,181,1538,0,0,KrF Christian Peoples Party,,,,
1335,181,1435,1,0,H Conservatives,,,,
1336,181,702,0,0,SP Centre Party,,,,
1337,394,104,1,0,A DNA Labour,,,,
1338,94,1538,0,0,Christian Democratic Party,reg-no,,,
1339,94,1435,1,0,Conservative Party,reg-no,,,
1340,94,702,0,1,Centre party,"nyt, reg-no",Centre Party (SP) opposed relaxing laws for limits on foreign ownership leading to the fall of the cabinet.,,
1341,588,104,1,0,A DNA Labour,,,,
1342,813,104,1,0,A DNA Labour,,,,
1343,45,647,0,0,V Liberals,,,,
1344,45,1538,1,0,KrF Christian Peoples Party,,,,
1345,45,702,0,0,SP Centre Party,,,,
1346,333,104,1,0,A DNA Labour,,,,
1347,300,647,0,0,V Liberals,,,,
1348,300,1538,1,0,KrF Christian Peoples Party,,,,
1349,300,1435,0,0,H Conservatives,,,,
1350,728,1077,0,0,pzpr,,,,
1351,728,1216,0,0,sd,,,,
1352,728,822,0,0,zsl,,,,
1353,728,108,1,0,s,,,,
1354,75,1216,0,0,sd,,,,
1355,75,1544,1,0,kld,,,,
1356,75,369,0,0,POC,,,,
1357,75,822,0,0,ZSL,,,,
1358,132,619,0,0,PL,reuters,,,
1359,68,1544,0,0,Liberal Democratic Congress (KLD),afp,,,
1360,68,1104,1,0,Democratic Union (UD),afp,,,
1361,68,619,0,0,Peasant Agreement (PL),afp,,,
1362,409,629,1,0,sld,,,,
1363,409,664,0,0,psl,,,,
1364,437,629,1,0,sld,,,,
1365,437,664,0,0,psl,,,,
1366,517,1104,0,0,uw,,,,
1367,517,1355,1,0,aws,,,,
1368,357,664,0,0,PSL,,,,
1369,322,629,1,0,SLD,ejpr,,,
1370,322,838,0,0,UP,ejpr,,,
1371,322,1140,0,0,SdPl,ejpr,Democratic Left Alliance (SLD) splinter group formed 1 April 2004.,,
1372,322,664,0,0,PLS,ejpr,,,
1373,312,528,1,0,pis,,,,
1374,585,725,1,0,PSP Socialists,,,,
1375,336,725,1,0,PSP Socialists,,,,
1376,336,251,0,1,CDS Centre Social Democrats,keesings,Democratic and Social Centre (CDS) ministers resigned on 24 July 1978 in conflict over agricultural and health policies.,,
1377,549,1273,1,0,PSD Social Democrats,,,,
1378,549,251,0,0,CDS,,,,
1379,396,1273,1,0,PSD,,,,
1380,396,251,0,0,CDS,,,,
1381,396,107,0,0,PPM,,,,
1382,135,1273,1,0,PSD Social Democrats,,,,
1383,135,251,0,0,CDS,,,,
1384,135,107,0,0,PPM Popular Monarchist Party,,,,
1385,689,725,1,0,PS,,,,
1386,689,1273,0,1,PSD,nyt,Party quit coalition on 14 June 1985 over economic policy.,,
1387,734,1273,1,0,Social Democrats,times,,,
1388,718,1273,1,0,Social Democrat Party,ap,,,
1389,282,1273,1,0,PSD Social Democrats,,,,
1390,265,725,1,0,ps PSP Socialists,,,,
1391,5,725,1,0,ps PSP Socialists,,,,
1392,381,1273,1,0,PSD Social Democrats,,,,
1393,381,251,0,0,PP Popular Party,,,,
1396,399,1432,0,0,kdh,,,,
1397,399,1000,0,0,ds,,,,
1398,436,1432,1,0,kdh,,,,
1399,436,1000,0,0,ds,,,,
1400,690,1142,1,0,hzds,,,,
1401,690,1072,0,0,sns,,,,
1402,817,1415,0,0,SDL,mue-rom,,,
1403,817,1624,0,0,ADSR,mue-rom,,,
1404,817,1432,0,0,KDH,mue-rom,,,
1405,817,1495,1,0,DUS,,,,
1406,26,1563,0,0,ZRS,mue-rom,,,
1407,26,1142,1,0,HZDS,mue-rom,,,
1408,26,1072,0,0,SNS,mue-rom,,,
1409,699,1415,0,0,SDL,reuters,,,
1410,699,1016,0,0,SOP,reuters,,,
1411,699,313,1,0,SDK,reuters,,,
1412,699,559,0,0,SMK,reuters,,,
1413,547,131,1,0,sdku,,,,
1414,547,1432,0,1,kdh,"ejpr, rferl",Christian Democratic Movement (KDH) withdrew from government on 6 February 2006 over religious issues and the three KDH minsters resigned two days later.,,
1415,547,559,0,0,smk,,,,
1416,547,1200,0,0,ano,,,,
1417,527,1619,0,0,ZS,berg-19,,,
1418,527,179,0,0,SDS,berg-19,,,
1421,527,1047,1,0,SKD,berg-19,,,
1423,9,179,0,0,sdss,,,,
1424,9,143,0,0,ds,,,,
1425,9,706,0,0,zl,,,,
1426,9,1252,1,0,lds,,,,
1427,9,1619,0,0,ZS,,,,
1428,559,179,0,1,SDSS,bbc,Social Democrats (SDSS) withdrew from coalition on 8 April 1994 after the dismissal of Defence Minister Janez Jansa on 28 March.,,
1429,559,706,0,0,zlsd,,,,
1430,559,1252,1,0,lds,,,,
1431,559,1047,0,0,skd,,,,
1432,644,1252,1,0,lds,,,,
1433,644,16,0,1,sls,rferl,Slovenian People's Party (SLS) ministers announced to resign on 15 April 2000 to form a new coalition.,,
1434,644,1587,0,0,desus,,,,
1435,768,179,0,0,sds,,,,
1436,768,16,1,0,sls+skd,mue-rom,,,
1437,505,706,0,0,zlds,,,,
1438,505,1252,1,0,lds,,,,
1439,505,16,0,0,sls-skd,,,,
1440,187,706,0,0,zlds,,,,
1441,187,1252,1,0,lds,,,,
1442,187,16,0,1,SLS,ejpr,Slovenian People's Party (SLS) ministers resigned on 7 April 2004 due to pressure by Prime Minister Rop and following a controversial vote.,,
1443,187,1587,0,0,desus,,,,
1444,407,179,1,0,sds,mue-rom,,,
1445,407,16,0,0,sls,mue-rom,,,
1446,407,1047,0,0,nsi,mue-rom,,,
1447,407,1587,0,0,desus,mue-rom,,,
1448,205,135,1,0,UCD Democratic Centre,,,,
1449,539,135,1,0,UCD Democratic Centre,,,,
1450,406,135,1,0,UCD Democratic Centre,,,,
1451,238,902,1,0,PSOE Socialists,,,,
1452,834,902,1,0,PSOE Socialists,,,,
1453,37,902,1,0,PSOE Socialists,,,,
1454,654,902,1,0,PSOE Socialists,,,,
1455,370,645,1,0,Popular Party,nyt,,,
1456,309,645,1,0,POPULAR PARTY (PP),,,,
1457,806,902,1,0,Socialist,nyt,,,
1458,543,904,1,0,s SdaP Social Democrats,,,,
1459,628,904,1,0,s SdaP Social Democrats,,,,
1460,361,904,1,0,s SdaP Social Democrats,,,,
1461,361,1461,0,0,bf CP Centre Party,,,,
1462,207,904,1,0,Social Democrats,mueller,,,
1463,219,904,1,0,s SdaP Social Democrats,,,,
1464,137,892,0,0,FP Liberals,,,,
1465,137,657,0,0,m MSP Conservatives,,,,
1466,137,1461,1,0,c CP Centre Party,,,,
1467,587,892,1,0,FP Liberals,,,,
1468,16,892,0,0,FP,,,,
1469,16,657,0,1,MSP,"keesings, nyt",Moderate (M) ministers left cabinet on 8 May 1982 in disagreement over a tax reform agreement of coalition partners with the Social Democratic Party.,,
1470,16,1461,1,0,CP,,,,
1471,142,892,0,0,FP Liberals,,,,
1472,142,1461,1,0,CP,,,,
1473,647,904,1,0,s SdaP Social Democrats,,,,
1474,478,904,1,0,s SdaP Social Democrats,,,,
1475,220,904,1,1,SD,mueller,,,
1476,779,892,0,0,Liberal,reuters,,,
1477,779,282,0,0,Christian Democrats,reuters,,,
1478,779,657,1,0,Moderates,reuters,,,
1479,779,1461,0,0,Centre,reuters,,,
1480,528,904,1,0,s SdaP Social Democrats,,,,
1481,156,904,1,0,s SdaP Social Democrats,,,,
1482,503,904,1,0,s SdaP Social Democrats,,,,
1483,641,904,1,0,s SdaP Social Democrats,,,,
1484,99,1556,1,0,lab Labour,,,,
1485,88,1556,1,0,lab Labour,,,,
1486,691,773,1,0,Conservatives,,,,
1487,729,773,1,0,Conservatives,,,,
1488,404,773,1,0,cons Conservatives,,,,
1489,237,773,1,0,cons Conservatives,,,,
1490,63,773,1,0,cons Conservatives,,,,
1491,760,1556,1,0,lab Labour,,,,
1492,733,1556,1,0,lab Labour,,,,
1493,216,773,1,0,Conservative,nyt,,,
1494,419,1556,1,0,Labour,,,,
1495,7,1556,1,0,lab Labour,,,,
1496,590,1556,1,0,lab Labour,,,,
1497,273,773,1,0,cons Conservatives,,,,
1498,646,773,1,0,cons Conservatives,,,,
1499,297,773,1,0,cons Conservatives,,,,
1500,515,773,1,0,cons Conservatives,,,,
1501,678,773,1,0,Con,,,,
1502,838,1556,1,0,lab Labour,,,,
1503,19,1556,1,0,lab Labour,,,,
1504,516,1556,1,0,lab,,,,
1531,825,1629,1,0,Socialdemokratiet,folketing,,,
1532,206,94,1,0,Keskusta,valt,,,
1533,206,1118,0,0,Kokoomus,valt,,,
1534,206,585,0,0,RKP,valt,,,
1540,549,107,0,0,PPM,,,,
1541,328,1273,0,0,PSD,,,,
1542,328,251,1,0,CDS,,,,
1543,328,107,0,0,PPM,,,,
1544,495,1277,1,0,Lietuvos socialdemokratu partija – Lithuanian Social  Democratic Party (LSDP),reuters,,,
1545,688,1045,1,0,Conservative,afp,,,
1546,688,983,0,0,Liberal and Centre Union,afp,,,
1547,688,482,0,0,Liberal Movement,afp,,,
1548,686,113,1,0,Reformierakond,w,,,
1549,686,1597,0,0,Isamaa ja Res Publica Liit,w,,,
1550,686,1448,0,1,SDE,"afp, reuters",Social Democratic (SDE) ministers were fired on 21 May 2009 after disputes over budget cuts and unemployment benefits.,,
1551,680,811,1,0,Tautas partija,ejpr,,,
1552,680,466,0,0,Zalo un Zemnieku savienı ba,ejpr,,,
1553,680,662,0,0,LPP/LC,mue-rom,,,
1554,680,521,0,0,Tevzemei un Brı vı bai’/LNNK,ejpr,,,
1555,42,662,1,0,LPP/LC,mue-rom,,,
1556,42,811,0,0,Tautas partija,ejpr,,,
1557,42,466,0,0,Zalo un zemnieku savienı ba,ejpr,,,
1558,42,521,0,0,Tēvzemei un Brīvībai/LNNK,ejpr,,,
1559,475,657,1,0,Moderates,afp,,,
1560,475,1461,0,0,Centre,afp,,,
1561,475,892,0,0,Liberals,afp,,,
1562,475,282,0,0,Christian Democrats,afp,,,
1563,693,104,1,0,Det norske Arbeiderparti,ejpr,,,
1564,693,81,0,0,Sosialistisk Venstreparti,ejpr,,,
1565,693,702,0,0,Senterpartiet,ejpr,,,
1566,788,1605,1,0,V Liberal Party,ejpr,,,
1567,788,590,0,0,KF Conservative People's Party,ejpr,,,
1568,600,829,1,0,ODS,reuters,,,
1569,260,829,1,0,Obcanská demokratická strana,ejpr,,,
1570,260,1245,0,0,Krest’anská a demokratická unie-Ceskoslovenská strana lidová,ejpr,,,
1571,260,196,0,0,Strana zelených,ejpr,,,
1572,555,1342,0,0,Independence Party (IP),ejpr,,,
1573,555,1455,1,0,Progressive Party (PP),ejpr,,,
1574,246,1342,1,0,Independence Party (IP),ejpr,,,
1575,558,1342,1,0,Independence Party (IP),ejpr,,,
1576,558,1006,0,0,Social Democratic Alliance (SDA),ejpr,,,
1577,246,1455,0,0,Progressive Party (PP),ejpr,,,
1578,185,131,1,0,SDK,ejpr,,,
1579,185,1200,0,0,ANO,ejpr,,,
1580,185,559,0,0,SMK,ejpr,,,
1581,234,1411,1,0,lib,,,,
1582,234,184,0,0,np,,,,
1583,385,1253,1,0,alp,,,,
1584,356,528,1,0,Prawo i Sprawiedliwos´c,ejpr,,,
1585,356,987,0,0,Liga Polskich Rodzin,ejpr,,,
1586,356,207,0,0,Samoobrona,"bbc, ejpr, nyt","Self-Defense of the Republic Poland (SRP) withdrew temporarily from the coalition after PM Kaczyński dismissed deputy prime minister and SRP party leader Andrzej Lepper on 22 September 2006. Lepper was re-appointed on 16 October and the coalition continued.
PM Kaczyński  dismissed Lepper again on 9 July 2007 following corruption allegations. Lepper threatened to withdraw the SRP from government but the party decided to remain in government. On 8 August, the interior minister Janusz Kaczmarek was fired and the coalition ended shortly after.",,
1587,164,512,1,0,Platforma Obywatelska,ejpr,,,
1588,164,664,0,0,Polskie Stronnictwo Ludowe,ejpr,,,
1589,453,723,1,0,cvp,,,,
1590,453,1378,0,0,psb,,,,
1591,453,1029,0,0,bsp,,,,
1592,453,1192,0,0,psc,,,,
1593,325,1591,1,0,mszp,,,,
1594,325,1426,0,1,szdsz,nzz,Free Democrats (SzDSz) voted to leave coalition on 26 April 2009 in conflict over social and economic policy.,,
1597,441,972,0,0,CD&V/NV-A,"ejpr, pc",New Flemish Alliance (NVA) did not have ministers in the cabinet.,"Source: Patrick Dumont, University of Luxembourg; personal communication 30 January 2012",
1599,441,1192,0,0,CDH,ejpr,,,
1600,264,972,1,0,CD&V,"pc, reuters",New Flemish Alliance (NVA) did not have ministers in the cabinet and withdrew its support on 21 September 2008.,"Source: Patrick Dumont, University of Luxembourg; personal communication 30 January 2012",
1601,264,915,0,0,MR,reuters,,,
1602,264,1378,0,0,PS,reuters,,,
1603,264,1110,0,0,VLD,reuters,,,
1604,264,1192,0,0,cdH,reuters,,,
1605,80,723,1,0,cdv,,,,
1606,80,915,0,0,mr,,,,
1607,80,1378,0,0,ps,,,,
1608,80,1110,0,0,vld,,,,
1609,80,1192,0,0,cdh,,,,
1610,65,235,1,0,cda,,,,
1611,65,1409,0,0,vvd,,,,
1612,69,235,1,0,CDA,,,,
1613,69,742,0,1,PvdA,,Labour Party (PvdA) left government in oppostion to foreign policy on Afganistan troop deployments,,
1614,69,1206,0,0,CU,,,,
1615,803,706,1,0,SD,sta,,,
1616,803,1252,0,0,LDS,sta,,,
1617,803,326,0,1,Zares,sta,"Zares demanded a cabinet reshuffle, implying a replacement of the prime minister. When its demand were not met it announced on 20 June 2011 that it would leave the coalition and its ministers resigned a week later.",,
1618,803,1587,0,1,DeSUS,sta,Democratic Party of Pensioners (DeSUS) council decided to leave coalition on 9 May 2011 following disagreement over pension reforms. Last DeSUS minister Roko Zarnic left party on 19 May 2011.,,
1619,425,1160,1,0,BSP (KzB),,,,
1620,425,1286,0,0,dps,,,,
1621,425,544,0,0,ndsv,,,,
1622,118,1015,1,0,pnl,,,,
1623,118,948,0,0,udmr,,,,
1624,445,904,1,0,SD,mueller,,,
1625,256,627,0,0,CCD-CDU,ejpr,,,
1626,277,94,1,0,Keskusta,valt,,,
1627,277,1118,0,0,Kokoomus,valt,,,
1628,277,1062,0,0,Vihreät,valt,,,
1629,277,585,0,0,RKP,valt,,,
1630,781,904,1,0,SD,mueller,,,
1631,781,1461,0,0,Ce,mueller,,,
1632,207,1461,0,1,Agrarians,nyt,Farmers' League (B) left coalition on 22 October 1957 in conflict over a planned pension reform following a referendum on the issue on 14 October.,,
1633,380,904,1,0,SD,mueller,,,
1634,208,904,1,0,SD,mueller,,,
1635,424,904,1,0,SD,mueller,,,
1636,506,904,1,0,SD,mueller,,,
1637,821,904,1,0,SD,mueller,,,
1638,577,904,1,0,SD,mueller,,,
1639,438,904,1,0,SD,mueller,,,
1640,296,904,1,0,SD,mueller,,,
1641,732,904,1,0,Social Democrats,reuters,,,
1648,798,1633,1,0,DC,mueller,,,
1649,554,1475,0,0,PSU,mueller,,,
1650,767,944,1,0,VDB,w,,,
1651,71,1605,1,0,Venstre,,,,
1652,71,590,0,0,C,reuters,,,
1653,583,973,1,0,SPÖ,"bka, reuters",,,
1654,583,1013,0,1,ÖVP,"bka, reuters",Conservatives (OVP) withdrew from coalition on 7 July 2008 and asked to call early election. Their ministers remained in office until the next cabinet formed.,,
1655,268,1013,0,0,ÖVP,"bka, reuters",,,
1656,268,973,1,0,SPÖ,"bka, reuters",,,
1657,119,1556,1,0,Labour,ejpr,,,
1658,807,658,1,0,Union pour une majorité populaire,ejpr,,,
1659,807,1058,0,0,Nouveau centre,ejpr,,,
1660,306,1058,0,0,Nouveau centre,ejpr,,,
1661,306,658,1,0,Union pour une majorité populaire,ejpr,,,
1662,864,280,1,0,Fianna Fáil,ejpr,,,
1663,173,280,1,0,Fianna Fáil,,,,
1664,173,1573,0,1,Green Party,reuters,Green Party (Green) announced in November 2010 that it would leave cabinet after passing an important finance bill. They withdrew from the cabinet on 23 January 2011.,,
1665,864,1573,0,0,Green Party,ejpr,,,
1666,864,651,0,0,Progressive Democrats,ejpr,,,
1667,173,651,0,0,Progressive Democrats,iris,Progressive Democrat (PD) minister remained in cabinet as independent when party disbanded and formally dissolved on 20 November 2009.,,
1668,581,47,1,0,Nea Dimokratia,ejpr,,,
1669,755,1273,1,0,Partido Socialdemocrata,ejpr,,,
1670,755,251,0,0,Centro Democrático Social/Partido Popular,ejpr,,,
1671,169,725,1,0,Partido Socialista,ejpr,,,
1672,497,902,1,0,PSOE,,,,
1674,850,1193,1,0,LDP,ejpr,,,
1675,850,837,0,0,Komei,ejpr,,,
1676,679,837,0,0,Komei,ejpr,,,
1677,679,1193,1,0,LDP,ejpr,,,
1678,390,1193,1,0,LDP,ejpr,,,
1679,134,1193,1,0,LDP,ejpr,,,
1680,494,1193,1,0,LDP,ejpr,,,
1681,494,837,0,0,Komei,ejpr,,,
1682,390,837,0,0,Komei,ejpr,,,
1683,134,837,0,0,Komei,ejpr,,,
1684,463,973,1,0,SPÖ,mueller,,,
1685,133,1013,1,0,ÖVP,mueller,,,
1686,133,973,0,0,SPÖ,mueller,,,
1687,133,769,0,1,KPÖ,"mueller, oepa",Communist Party (KPO) withdrew from cabinet and its minister Karl Altmann resigned on 20 November 1947 over economic issues.,,
1688,117,1048,1,0,ulivo,,,,
1689,117,399,0,0,udeur,,,,
1690,117,910,0,0,verdi,,,,
1691,117,1661,0,0,pdci,,,"Alessandro Bianchi is coded in EJPR as independent, yet he was elected on the PDCI ticket.",
1692,117,693,0,0,idv,,,,
1693,117,1321,0,0,prc,,,,
