type,title,author,country,content,date,id
107,Latvia election and cabinet added,jl,55,We have added the recent election in [Latvia](http://dev.parlgov.org/data/lva/election-parliament/2014-10-04/) and the second cabinet under [PM Straujuma](http://dev.parlgov.org/data/lva/cabinet-party/2014-11-05/).,2014-11-06,187
112,France cabinets updated,ls,43,We have updated all cabinets in [France](http://dev.parlgov.org/data/fra/cabinet-party/) from 1944 to 1997. ,2014-11-20,188
114,Presidents added to ParlGov,jl,,We have added all [presidents](http://dev.parlgov.org/documentation/table/politician_president/) to ParlGov. ,2014-12-02,189
107,Bulgaria election and cabinet added ,jl,10,We have added the recent election in [Bulgaria](http://dev.parlgov.org/data/bgr/election-parliament/2014-10-05/) and the second cabinet under [PM Borisov](http://dev.parlgov.org/data/bgr/cabinet-party/2014-11-07/).,2014-12-03,190
107,European Parliament elections added,jl,,We have added all results of the elections to the European Parliament in 2014. The coding is based on the official election results provided by the respective national authorities.,2014-12-19,191
107,Romania cabinet added,jl,23,We have added the fourth cabinet of [PM Ponta](http://dev.parlgov.org/data/rou/cabinet-party/2014-12-15/) that formed after a change in party composition.,2014-12-18,192
115,2015 sprint,hd,,"We are completing our work on a major new version of ParlGov. It will include all data updated to votes level, the 2014 EP election and a new version of the web page. This will complete our effort to establish ParlGov as a coherent source of information about parties, elections and cabinets. We will also start to streamline the project and remove some old cruft. Separate news entries will inform about the individual steps.",2014-12-17,193
115,Wiki removed,hd,,"We removed the wiki that was previously available at wiki.parlgov.org. It has never received the level of attention or activity to keep it as an individual entity. We moved the relevant information from the wiki to the main new page ([codebook](http://www.parlgov.org/documentation/codebook/), [country info](http://www.parlgov.org/documentation/country/), [changelog](http://www.parlgov.org/documentation/changelog/)). ",2014-12-20,194
115,New webpage at www.parlgov.org,hd,,"We moved a new webpage to [www.parlgov.org](http://www.parlgov.org/). We have adjusted and tested the new version for some time. This will now be the main page of the project and all different versions ([dev.parlgov.org](http://dev.parlgov.org/), [testing.parlgov.org](http://testing.parlgov.org/), [wiki.parlgov.org](http://wiki.parlgov.org/)) that existed previously are redirected to it. An [archive](http://www.parlgov.org/static/static-2014/index.html) of the old static version is available on the new page.",2014-12-21,195
109,Final country selection,hd,,"We have completed the country selection and include 37 EU and OECD democracies with a parliamentary or semi-presidential system. We removed countries from the experimental version that we have not fully covered (alb, chl, gdr, kor, lie, mex, nir, sco, usa, wal).",2014-12-22,196
108,Votes level data for all countries,hd,,"This December, we have completed updating all countries to 'votes level' data. The first versions of ParlGov included parties with seats in parliament and their vote share ('seats level'). Over the years we updated all [countries](http://www.parlgov.org/documentation/news/?type__short=votes) to 'votes level': adding the number of votes and parties with no seats in parliament and more than 1.0% vote share.   ",2014-12-24,197
107,Japan election and cabinet added,hd/jl,5,"Preparing the 2014 stable version, we have added results for the recent election in [Japan](http://www.parlgov.org/explore/jpn/election/2014-12-14/) and the new Abe [cabinet](http://www.parlgov.org/explore/jpn/cabinet/2014-12-29/).",2014-12-27,198
110,ParlGov 14/12 released,hd,,We have added the [2014 stable version](http://www.parlgov.org/documentation/changelog/#2014) of the ParlGov data. Our [FAQ](http://www.parlgov.org/#faq) provides some details about the streamlined release process.,2014-12-29,199
115,Excel spreadsheet added,hd,,"We have added an [Excel spreadsheet](http://www.parlgov.org/static/data/parlgov.xlsx) of our main data. It includes sheets for the three main data tables (party, election, cabinet) and two documentation sheets (variable, readme). Importing the csv files has always caused some issues among our users due to different language and encoding settings.",2014-12-23,200
107,Greece election and cabinet added,ls,41,We have added the recent election in [Greece](http://www.parlgov.org/explore/grc/election/2015-01-25/)  and the cabinet under [PM Tsipras](http://www.parlgov.org/explore/grc/cabinet/2015-01-27/).,2015-01-29,201
107,Estonia election and cabinet added,ls,75,We have added the recent election in [Estonia](http://www.parlgov.org/explore/EST/election/2015-03-01/) and the cabinet under [PM Roivas](http://www.parlgov.org/explore/EST/cabinet/2015-04-09/).,2015-04-15,202
107,Israel election and cabinet added,ls,34,We have added the recent election in [Israel](http://www.parlgov.org/explore/isr/election/2015-03-17/) and the cabinet under [PM Netanyahu](http://www.parlgov.org/explore/isr/cabinet/2015-05-14/).,2015-05-20,203
107,UK election and cabinet added,ls,44,We have added the recent election in the [United Kingdom](http://www.parlgov.org/explore/gbr/election/2015-05-07/) and the second cabinet under [PM Cameron](http://www.parlgov.org/explore/gbr/cabinet/2015-05-08/).,2015-06-03,204
107,Finland election and cabinet added,ls,67,We have added the recent election in [Finland](http://www.parlgov.org/explore/fin/election/2015-04-19/) and the cabinet under [PM Sipilä](http://www.parlgov.org/explore/fin/cabinet/2015-05-29/).,2015-06-02,205
107,Denmark election and cabinet added,ls,21,We have added the recent election in [Denmark](http://www.parlgov.org/explore/dnk/election/2015-06-18/) and the second cabinet under [PM Rasmussen](http://www.parlgov.org/explore/dnk/cabinet/2015-06-28/).,2015-08-28,206
107,Turkey election and interim cabinet added,ls,20,We have added the recent election in [Turkey](http://www.parlgov.org/explore/tur/election/2015-06-07/) and the caretaker cabinet under [PM Davutoglu](http://www.parlgov.org/explore/tur/cabinet/2015-08-28/).,2015-09-01,207
114,pre 1945 election results (experimental),hd,,We have added elections results for all consecutive democratic elections since 1900. This information is experimental and the pre 1945 data will not be included in the next stable version.,2015-09-11,208
107,Australia cabinet added,ls,33,We have added the cabinet under the new PM [Turnball](http://www.parlgov.org/explore/aus/cabinet/2015-09-15/).,2015-10-06,209
107,Greece election and cabinet added,ls,41,We have added the recent election in [Greece](http://www.parlgov.org/explore/grc/election/2015-09-20/) and the second cabinet under [PM Tsipras](http://www.parlgov.org/explore/grc/cabinet/2015-09-21/).,2015-10-12,210
107,Canada election and cabinet added,ls,29,We have added the recent election in [Canada](http://www.parlgov.org/explore/can/election/2015-10-19/) and the new cabinet under [PM Trudeau J](http://www.parlgov.org/explore/can/cabinet/2015-11-04/).,2015-11-19,211
107,Poland election and cabinet added,ls,74,We have added the recent election in [Poland](http://www.parlgov.org/explore/pol/election/2015-10-25/) and the new cabinet under [PM Szydło](http://www.parlgov.org/explore/pol/cabinet/2015-11-16/).,2015-12-16,212
107,Romania cabinet added,ls,23,We have added the technocrat cabinet under PM [Cioloș](http://www.parlgov.org/explore/ROU/cabinet/2015-11-10/).,2015-12-15,213
107,Portugal election and cabinet added,ls,63,We have added the recent election in [Portugal](http://www.parlgov.org/explore/prt/election/2015-10-04/) and the new cabinet under [PM Costa](http://www.parlgov.org/explore/prt/cabinet/2015-11-26/).,2015-12-17,214
107,Turkey election and cabinet added,ls,20,We have added the recent election in [Turkey](http://www.parlgov.org/explore/tur/election/2015-11-01/) and the new cabinet under [PM Davutoğlu](http://www.parlgov.org/explore/tur/cabinet/2015-11-30/).,2015-12-18,215
107,Latvia cabinet added,ls,55,We have added the  cabinet under the new [PM Kucinskis](http://www.parlgov.org/explore/LVA/cabinet/2016-02-11/).,2016-02-25,216
107,Croatia election and cabinet added,ls,62,We have added the recent election in [Croatia](http://www.parlgov.org/explore/hrv/election/2015-11-08/) and the new cabinet under [PM Orešković](http://www.parlgov.org/explore/hrv/cabinet/2016-01-22/).,2016-02-24,217
115,ParlGov archive at  Harvard Dataverse,hd,,We have published an archive of our stable releases at the Harvard Dataverse — [dataverse.harvard.edu/dataverse/parlgov](https://dataverse.harvard.edu/dataverse/parlgov),2016-03-09,218
110,ParlGov 2015 released,hd,,We have added the [2015 stable version](http://www.parlgov.org/documentation/changelog/#2015) of the ParlGov data. An archived version is also available in the [ParlGov Dataverse](https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DNOOHZ).,2016-03-12,219
107,Spain election and interim cabinet added,ls,27,We have added the recent election in [Spain](http://www.parlgov.org/explore/esp/election/2015-12-20/) and the caretaker cabinet under [PM Rajoy](http://www.parlgov.org/explore/esp/cabinet/2015-12-20/).,2016-03-17,220
107,Iceland cabinet added,hd,56,We have added the cabinet under the new [PM Johannsson](/explore/isl/cabinet/2016-04-07/).,2016-05-14,221
107,Slovakia election and cabinet added,hd,1,We have added the recent election in [Slovakia](/explore/SVK/election/2016-03-06/) and the new cabinet under [PM Fico](/explore/SVK/cabinet/2016-03-23/).,2016-05-15,222
107,Ireland election and cabinet added,hd,37,We have added the recent election in [Ireland](/explore/IRL/election/2016-02-26) and the new cabinet under [PM Kenny](/explore/IRL/cabinet/2016-05-06).,2016-05-16,223
107,Austria cabinet added,ls,59,We have added the new cabinet under [PM Kern](http://www.parlgov.org/explore/aut/cabinet/2016-05-17/). ,2016-06-24,224
107,Turkey cabinet added,ls,20,We have added the new cabinet under [PM Yildirim](http://www.parlgov.org/explore/TUR/cabinet/2016-05-24/). ,2016-06-23,225
107,Israel cabinet change added,hd/ls,34,We added the recent change in the composition of the [Netanyahu](http://www.parlgov.org/explore/isr/cabinet/2016-05-30/) cabinet.,2016-06-20,226
107,UK cabinet added,ls,44,We have added the new cabinet under [PM May](http://www.parlgov.org/explore/gbr/cabinet/2016-07-13/). ,2016-08-03,227
113,Electoral Studies article,hd,,"An article discussing the methodological design of the ParlGov database was recently accepted by Electoral Studies and is now available online.

[“Mapping established democracies: Integrated data on parties, elections and cabinets”](http://dx.doi.org/10.1016/j.electstud.2016.07.002)
Electoral Studies, 2016, Advance online publication. doi:10.1016/j.electstud.2016.07.002",2016-08-18,228
114,pre 1945 cabinets (experimental),hd/ls,,We have added cabinet information for the pre 1945 elections we cover. This information is experimental and will not be included in the next stable version.,2016-06-27,229
107,Cyprus election and cabinet added,ls,51,We have added the recent election in [Cyprus](http://www.parlgov.org/explore/cyp/election/2016-05-22/) and the cabinet under [PM Anastasiades](http://www.parlgov.org/explore/cyp/cabinet/2016-05-22/).,2016-10-05,230
107,Spain election and cabinet added,ls,27,We have added the recent election in [Spain](http://www.parlgov.org/explore/ESP/election/2016-06-26/) and the caretaker cabinet under [PM Rajoy](http://www.parlgov.org/explore/esp/cabinet/2016-06-26/).,2016-10-04,231
111,ParlGov class session Copenhagen,hd,,"Today, we contributed to a class session of [Conor Little's](http://politicalscience.ku.dk/staff/academic_staff/?pure=en/persons/500201) seminar on ""Parties in government. Who gets in? Who gets what? How long will it last?"" at the University of Copenhagen. In class, we gave a hands-on introduction to ParlGov.",2016-10-03,232
107,Estonia cabinet added,ls,75,We have added the newly formed cabinet under [PM Ratas](http://www.parlgov.org/explore/est/cabinet/2016-11-20/).,2016-11-28,233
107,Spain cabinet added,ls,27,We have added the new cabinet under [PM Rajoy](http://www.parlgov.org/explore/esp/cabinet/2016-10-29/?sources=false).,2016-11-29,234
107,Lithuania election and cabinet added,ls,15,We have added the recent election in [Lithuania](http://www.parlgov.org/explore/ltu/election/2016-10-09/) and the cabinet under [PM Skvernelis](http://www.parlgov.org/explore/ltu/cabinet/2016-11-22/).,2016-11-30,235
107,Denmark cabinet added,ls,21,We have added the new cabinet under [PM Rasmussen](http://www.parlgov.org/explore/dnk/cabinet/2016-11-28/).,2016-12-13,236
107,France cabinet added,ls,43,We have added the new cabinet under [PM Cazeneuve](http://www.parlgov.org/explore/fra/cabinet/2016-12-06/). ,2016-12-11,237
107,New Zealand cabinet added,ls,11,We have added the new cabinet under [PM English](http://www.parlgov.org/explore/nzl/cabinet/2016-12-12/).,2016-12-29,238
107,Italy cabinet added,ls,26,We have added the new cabinet under [PM Gentiloni](http://www.parlgov.org/explore/ita/cabinet/2016-12-12/).,2017-01-19,239
107,Iceland election and cabinet added ,ls,56,We have added the recent election in [Iceland](http://www.parlgov.org/explore/isl/election/2016-10-29/) and the new cabinet under [PM Benediktsson](http://www.parlgov.org/explore/isl/cabinet/2017-01-10/).,2017-01-20,240
107,Bulgaria interim cabinet added,ls,10,We have added the new caretaker cabinet under [PM Gerdzhikov](http://www.parlgov.org/explore/BGR/cabinet/2017-01-25/).,2017-02-17,241
116,Dutch election analysis,hd,,"Two facts were striking in yesterdays election in the Netherlands.

* The Social Democrats (PVdA) fell from 24.8% in 2012 to 5.7% vote share.
* The largest party (Liberals, VVD) won only 21.3% vote share.

A [ParlGov analysis in R](http://holgerdoering.net/documents/nld-election-2017.html) presents a broader picture. It does also demonstrate how the R [tidyverse](http://tidyverse.org/) and [knitr](https://yihui.name/knitr/) make analysing ParlGov data more easy.",2017-03-16,242
116,ParlGov and data journalism,hd,,ParlGov data is increasingly used by data journalists. We have regularly been contacted and have provided some guidance. Here is a recent article from [El País](http://internacional.elpais.com/internacional/2017/03/24/actualidad/1490332989_543080.html) and an earlier article by [The Economist](http://www.economist.com/news/briefing/21695887-centre-left-sharp-decline-across-europe-rose-thou-art-sick). ,2017-03-30,243
115,Biyearly stable releases,hd,,"We decided to move to a biyearly release of the stable version. ParlGov is a stable project by now. We mainly include updates for recent elections and new cabinets as well as minor bug fixes. Currently, we are not planning any major additions to the projects.

Please make use of the [development version](http://www.parlgov.org/#data) if you need recent elections. We aim to include new information within three months. Updates are announced in the [news section](http://www.parlgov.org/documentation/news/) and bug fixes in the [changelog](http://www.parlgov.org/documentation/changelog/).",2017-06-16,244
107,Malta election and cabinet added,hd,72,We have added the recent election in [Malta](http://www.parlgov.org/explore/MLT/election/2017-06-03/) and the cabinet under [PM Muscat](http://www.parlgov.org/explore/MLT/cabinet/2017-06-06/).,2017-06-23,245
107,Bulgaria election and cabinet added,hd,10,We have added the recent election in [Bulgaria](http://www.parlgov.org/explore/BGR/election/2017-03-26/) and the new cabinet under [PM Borisov](http://www.parlgov.org/explore/BGR/cabinet/2017-05-04/).,2017-06-23,246
107,Netherlands election added,hd,8,We have added the recent election in the [Netherlands](http://www.parlgov.org/explore/nld/election/2017-03-15/).,2017-06-26,248
107,UK election and cabinet added,hd,44,We have added the recent election in the [UK](http://www.parlgov.org/explore/gbr/election/2017-06-08/) and the cabinet under [PM May](http://www.parlgov.org/explore/gbr/cabinet/2017-06-11/).,2017-06-27,249
107,Finland cabinet added,hd,67,We have added the new cabinet under [PM Sipilae](http://www.parlgov.org/explore/fin/cabinet/2017-06-13/) that continued in office after a change in cabinet composition.,2017-07-07,250
107,France election and cabinets added,hd,43,We have added the recent election in [France](http://www.parlgov.org/explore/fra/election/2017-06-18/) and the two cabinets under [PM Philippe](http://www.parlgov.org/explore/fra/cabinet/) that formed after the election of President Macron.,2017-07-18,251
107,Romania cabinet added ·,hd,23,We have added the new cabinet under [PM Tudose](http://www.parlgov.org/explore/rou/cabinet/2017-06-29/).,2017-08-06,252
115,ParlGov snippets on Github,hd,,"For users of ParlGov, it is often not straightforward to understand how to create new datasets based on the core information in ParlGov. Users are interested in creating datasets on electoral gains and losses, government composition by party family or the party composition of EU institutions. Over the years, we have regularly written and revised scripts for our work and for colleagues to create these datasets based on information in ParlGov.

We have started to review and update some of these scripts that we have worked with regularly and will make them available in a new __[ParlGov Snippets Github](https://github.com/hdigital/parlgov-snippets)__ repository. We'll post brief news entries here and introduce the respective scripts we add to the repository.

",2017-08-30,253
120,Snippet · cabinets party family,hd,,"A first [script](https://github.com/hdigital/parlgov-snippets/tree/master/cabinet-party-family) creates cabinet data by party family. We calculate the share of party families in each cabinet and also transform it into country-year format. This is a widely used format in studies of partisan effects on public policy.
",2017-09-09,254
116,Updates and stable version,hd,,"We are a little behind with updating elections and cabinets from the second half of 2017. We will add the information over the coming weeks.

In addition, we will publish a stable version ones we have updated all 2017 information.",2018-01-11,255
120,Snippet · cabinet types,hd,,"We added a new [script](https://github.com/hdigital/parlgov-snippets/tree/master/cabinet-type) to determine the cabinet type (minority, minimal winning, surplus) for all cabinets in ParlGov.

We also added a nice [map](https://github.com/hdigital/parlgov-snippets/tree/master/cabinet-party-family) to the party family snippet.
",2018-01-22,256
112,Elections and cabinets added,at,,"Over the last months we have added recent elections and new cabinets in
[New Zealand](http://www.parlgov.org/explore/nzl/election/),
[Austria](http://www.parlgov.org/explore/aut/election/),
[Iceland](http://www.parlgov.org/explore/isl/election/),
[Czech Republic](http://www.parlgov.org/explore/cze/election/),
[Poland](http://www.parlgov.org/explore/pol/election/),
[Germany](http://www.parlgov.org/explore/deu/election/),
[Japan](http://www.parlgov.org/explore/jpn/election/)
and cabinet changes in
[Romania](http://www.parlgov.org/explore/rou/cabinet/) and
[Slovakia](http://www.parlgov.org/explore/svk/cabinet/).",2018-04-26,257
107,Croatia cabinet added ,hd,62,"We have added the new cabinet under [PM Plenkovic](http://www.parlgov.org/explore/HRV/cabinet/2017-07-09/).
",2017-07-09,258
110,ParlGov 2018 released,hd,,"We have added the [2018 stable version](http://www.parlgov.org/documentation/changelog/#2018) of the ParlGov data. An archived version is also available in the [ParlGov Dataverse](https://doi.org/10.7910/DVN/F0YGNC).

The version name is now based on the year of the stable release. The 2018 version includes all elections and cabinets until March 2018.",2018-05-01,259
107,Hungary election and cabinet added,at,39,"We have added the election in [Hungary 2018](http://www.parlgov.org/explore/hun/election/2018-04-08/) and the new cabinet [Orban IV](http://www.parlgov.org/explore/hun/cabinet/2018-05-10/).

We also added the cabinet [Rutte V](http://www.parlgov.org/explore/nld/cabinet/2017-10-26/), which we forgot to include in the stable version",2018-05-24,260
107,Spain cabinet added,at,27,We added the new cabinet under [PM Sánchez](http://www.parlgov.org/explore/esp/cabinet/2018-06-02/).,2018-06-12,261
107,Italy election and cabinet added,at,26,We added the recent [election](http://www.parlgov.org/explore/ita/election/2018-03-04/) and the new cabinet under [PM Conte](http://www.parlgov.org/explore/ita/cabinet/2018-06-01/).,2018-06-05,262
107,Slovenia election added,at,60,We added the recent [election](http://www.parlgov.org/explore/svn/election/2018-06-03/).,2018-06-27,263
116,News tracker issue,hd,,"The ParlGov news tracker needs an update. Since 6 July, it is not posting relevant events about parties, elelctions and cabinets regularly anymore. We keep posting some of the news irregularly and hope to update the automatic tracker soon.",2018-07-06,264
116,Manifesto tutorial ParlGov merge,hd,,"There is a nice tutorial about [Adding parties’ government/opposition status to the manifesto project dataset using ParlGov data](https://manifesto-project.wzb.eu/tutorials/parlgov_merge) by Nicolas Merz and Fabio Ellger from the Manifesto group.

It reminds us to update the Manifesto codes in ParlGov and encourages us to publish some more tutorials on [ParlGov snippets](https://github.com/hdigital/parlgov-snippets).",2018-08-02,265
107,Czech cabinet added,hd,68,We added the new cabinet under PM [Babiš](http://www.parlgov.org/explore/cze/cabinet/2018-06-27/).,2018-08-09,266
107,Slovenia cabinet added,at,60,We added the new cabinet under PM [Savec](http://www.parlgov.org/explore/svn/cabinet/2018-08-17/).,2018-08-24,267
107,Australia cabinet added,at,33,We added the new cabinet under PM [Morrison](http://www.parlgov.org/explore/aus/cabinet/2018-08-24/).,2018-09-11,268
114,Austria inter-war elections and cabinets added,at,59,We added all [cabinets](http://www.parlgov.org/explore/aut/cabinet/) and [elections](http://www.parlgov.org/explore/aut/election/) in Austria between 1919 and 1933.,2018-09-10,269
107,Lithuania election added,at/hd,15,We added the recent election in [Lithuania](http://www.parlgov.org/explore/lva/election/2018-10-06/).,2018-10-10,270
107,Sweden election added,at/hd,35,We added the recent election in [Sweden](http://www.parlgov.org/explore/SWE/election/2018-09-09/).,2018-10-11,271
107,Luxembourg election added,at,7,We added the recent election in [Luxembourg](http://www.parlgov.org/explore/lux/election/2018-10-14/).,2018-10-26,272
116,The Guardian populism analysis,hd,,The Guardian has a nice [series](https://www.theguardian.com/world/series/the-new-populism) on the rise of populism. Some of the [analysis](https://www.theguardian.com/world/2018/nov/20/measuring-populism-how-guardian-charted-rise-methodology) is based on ParlGov data.,2018-11-20,273
107,Sweden caretaker cabinet added,lw,35,We added the new caretaker cabinet under [PM Löfven](http://www.parlgov.org/explore/swe/cabinet/2018-09-09/).,2018-12-20,274
107,Luxembourg cabinet added,lw,7,We added the new cabinet under [PM Bettel](http://www.parlgov.org/explore/lux/cabinet/2018-12-05/).,2018-12-20,275
107,Israel caretaker cabinet added,hd,34,We added the new caretaker cabinet under [PM Netanyahu](http://www.parlgov.org/explore/isr/cabinet/2018-11-18/).,2019-01-09,276
107,Sweden cabinet added,lw,35,We added the new cabinet under [PM Löfven](http://www.parlgov.org/explore/swe/cabinet/2019-01-18/).,2019-01-21,277
114,Germany inter-war elections and cabinets added,lw,54,We added all [cabinets](http://www.parlgov.org/explore/deu/cabinet/) and [elections](http://www.parlgov.org/explore/deu/election/) in Germany between 1919 and 1933.,2019-02-14,278
107,Latvia cabinet added,lw,55,We added the new cabinet under [PM Karins](http://www.parlgov.org/explore/lva/cabinet/2019-01-23/).,2019-02-15,280
107,Greece cabinet added,lw,41,We added the new cabinet under [PM Tsipras](http://www.parlgov.org/explore/grc/cabinet/2019-01-13/).,2019-02-18,281
107,Norway cabinet added,lw,9,We added the new cabinet under [PM Solberg](http://www.parlgov.org/explore/NOR/cabinet/2019-01-22/).,2019-02-18,282
115,Party Facts party linking,hd,,"ParlGov provides links of party IDs to some of the main data sets with information about political parties. However, these party links in ParlGov have not been updated for some time and we have concentrated our efforts to link parties across data sets in the [Party Facts](https://partyfacts.herokuapp.com/) project. An article introducing the project was recently published in Party Politics ([Döring and Regel 2019](https://doi.org/10.1177/1354068818820671)) and archived versions of the data are available at the [Party Facts Dataverse](https://dataverse.harvard.edu/dataverse/partyfacts).

Döring, Holger, and Sven Regel. 2019. “Party Facts: A Database of Political Parties Worldwide.” Party Politics 25(2): 97–109. [doi:10.1177/1354068818820671](https://doi.org/10.1177/1354068818820671)",2019-03-07,283
107,Estonia election added,lw,75,We added the recent election in [Estonia](http://www.parlgov.org/explore/est/election/2019-03-03/).,2019-04-29,284
107,Finland election added,lw,67,We added the recent election in [Finland](http://www.parlgov.org/explore/fin/election/2019-04-14/).,2019-05-02,285
107,Spain election added,lw,27,We added the recent election in [Spain](http://www.parlgov.org/explore/esp/election/2019-04-28/).,2019-05-03,286
120,Snippet · EU cabinets,hd,,"We added a [script](https://github.com/hdigital/parlgov-snippets/tree/master/eu-cabinets) to determine recent EU cabinets based on ParlGov and [CHES 2014](https://www.chesdata.eu/2014-chapel-hill-expert-survey) party positions.
",2019-05-06,287
107,Estonia cabinet added,lw,75,We added the new cabinet under [PM Ratas](http://www.parlgov.org/explore/est/cabinet/2019-04-29/).,2019-05-09,288
107,Israel election added,lw,34,We added the recent election in [Israel](http://www.parlgov.org/explore/isr/election/2019-04-09/).,2019-05-13,289
120,Snippet · Map recent cabinets,hd,,We added a [script](https://github.com/hdigital/parlgov-snippets/tree/master/cabinet-map) to visualize current cabinets in a map.,2019-05-23,290
107,Belgium election added,lw,64,We added the recent election in [Belgium](http://www.parlgov.org/explore/bel/election/2019-05-26/).,2019-06-03,291
107,EP election results (preliminary),lw,,"We have added the results of last month’s European Parliament election. This data collection was supported by a student seminar at the University of Bremen led by Philip Manow. Many thanks to all the contributors. All entries have been initially validated.
The results are preliminary but can be used for analyses. This summer, we will add the number of votes, further specify some information for new parties and conduct another validation with the primary sources.",2019-06-22,292
107,Finland cabinet added,lw,67,We added the new cabinet under [PM Rinne](http://www.parlgov.org/explore/fin/cabinet/2019-06-06/).,2019-07-23,293
107,Greece election added,lw,41,We added the recent election in [Greece](http://www.parlgov.org/explore/grc/election/2019-07-07/).,2019-07-23,294
107,Greece cabinet added,lw,41,We added the new cabinet under [PM Mitsotakis](http://www.parlgov.org/explore/grc/cabinet/2019-07-08/).,2019-07-23,295
107,Denmark election added,lw,21,We added the recent election in [Denmark](http://www.parlgov.org/explore/dnk/election/2019-06-05/).,2019-07-24,296
107,Denmark cabinet added,lw,21,We added the new cabinet under [PM Frederiksen](http://www.parlgov.org/explore/dnk/cabinet/2019-06-27/).,2019-07-29,297
107,United Kingdom cabinet added,lw,44,We added the new cabinet under [PM Johnson](http://www.parlgov.org/explore/gbr/cabinet/2019-07-24/).,2019-07-29,298
107,Austria caretaker cabinet added,lw,59,We added the new caretaker cabinet under [PM Bierlein](http://www.parlgov.org/explore/aut/cabinet/2019-06-03/).,2019-07-31,299
107,EP election results,lw,,We have added all results of the elections to the European Parliament in 2019. The coding is based on the official election results provided by the respective national authorities.,2019-08-05,300
107,Israel caretaker cabinet added,lw,34,We added the new caretaker cabinet under [PM Netanyahu](http://www.parlgov.org/explore/isr/cabinet/2019-04-09/).,2019-09-14,301
107,Italy cabinet added,lw,26,We added the new cabinet under [PM Conte](http://www.parlgov.org/explore/ita/cabinet/2019-09-05/).,2019-09-16,302
107,Israel election added,lw,34,We added the recent election in [Israel](http://www.parlgov.org/explore/isr/election/2019-09-17/).,2019-10-08,303
107,Austria election added,lw,59,We added the recent election in [Austria](http://www.parlgov.org/explore/aut/election/2019-09-29/).,2019-10-19,304
107,Portugal election added,lw,63,We added the recent election in [Portugal](http://www.parlgov.org/explore/prt/election/2019-10-06/).,2019-10-24,305
107,Poland election added,lw,74,We added the recent election in [Poland](http://www.parlgov.org/explore/pol/election/2019-10-13/).,2019-11-03,306
107,Switzerland election added,lw,40,We added the recent election in [Switzerland](http://www.parlgov.org/explore/che/election/2019-10-20/).,2019-11-12,307
107,Canada election added,lw,29,We added the recent election in [Canada](http://www.parlgov.org/explore/can/election/2019-10-21/).,2020-01-07,309
107,Spain election added,lw,27,We added the recent election in [Spain](http://www.parlgov.org/explore/esp/election/2019-11-10/).,2020-01-15,310
107,Spain cabinet added,lw,27,We added the new cabinet under [PM Sánchez](http://www.parlgov.org/explore/esp/cabinet/2020-01-07/).,2020-01-15,311
107,United Kingdom election added,lw,44,We added the recent election in the [United Kingdom](http://www.parlgov.org/explore/gbr/election/2019-12-12/).,2020-01-16,312
107,United Kingdom cabinet added,lw,44,We added the new cabinet under [PM Johnson](http://www.parlgov.org/explore/gbr/cabinet/2019-12-13/).,2020-01-17,313
107,Finland cabinet added,lw,67,We added the new cabinet [PM Marin](http://www.parlgov.org/explore/fin/cabinet/2019-12-10/).,2020-01-17,314
107,Austria cabinet added,lw,59,We added the new cabinet under [PM Kurz](http://www.parlgov.org/explore/aut/cabinet/2020-01-07/).,2020-01-17,315
107,Portugal cabinet added,lw,63,We added the new cabinet under [PM Costa](http://www.parlgov.org/explore/prt/cabinet/2019-10-26/).,2020-01-21,316
107,Poland cabinet added,lw,74,We added the new cabinet under [PM Morawiecki](http://www.parlgov.org/explore/pol/cabinet/2019-11-15/).,2020-01-21,317
107,Switzerland cabinet added,lw,40,We added the new cabinet under [Bundesrat 2019](http://www.parlgov.org/explore/che/cabinet/2019-12-11/).,2020-01-23,318
120,Snippet · PM small party,hd,,"We added a [ParlGov snippet](https://github.com/hdigital/parlgov-snippets/tree/master/z-legacy/pm-small-parties-2020) about the frequency of PMs from smaller parties.

The analysis was inspired by a [Fruits and Votes discussion](https://fruitsandvotes.wordpress.com/2020/02/05/thuringia-leader-of-smallest-party-in-state-parliament-elected-premier-with-afd-support/) about a controversial PM election in the German state of Thuringia — “How common it is for a party as small as the sixth largest in parliament to lead the government?”",2020-02-07,319
112,Luxembourg party names updated,lw,7,"We changed the names of Luxembourgish parties to their Luxembourgish indication.
French and German party names are from now on coded as json.",2020-01-13,320
107,Australia election added,lw,33,We added the recent election in [Australia](http://www.parlgov.org/explore/aus/election/2019-05-18/).,2020-02-19,321
107,Australia cabinet added,lw,33,We added the new cabinet under [PM Morrison](http://www.parlgov.org/explore/AUS/cabinet/2019-05-18/).,2020-02-19,322
107,Norway cabinet added,lw,9,We added the new cabinet under [PM Solberg](http://www.parlgov.org/explore/NOR/cabinet/2020-01-24/).,2020-02-19,323
107,Romania cabinet added,lw,23,We added the recent cabinet under [PM Orban](http://www.parlgov.org/explore/rou/cabinet/2019-11-04/).,2020-02-19,324
107,Canada cabinet added,lw,29,We added the new cabinet under [PM Trudeau](http://www.parlgov.org/explore/can/cabinet/2019-10-21/).,2020-02-24,325
107,Belgium cabinet added,lw,64,We added the new cabinet under [PM Michel](http://www.parlgov.org/explore/BEL/cabinet/2019-05-26).,2020-02-24,326
