id,country,family,name_short,name_english,name,name_ascii,name_nonlatin,wikipedia,foundation_date,dissolution_date,data_source,description,comment,data_json
1396,33,12,none,no party affiliation,no party affiliation,no party affiliation,,,,,,,,null
1399,20,12,none,no party affiliation,bağımsız,bagimsiz,,,,,,,,
1400,72,40,IE,Imperium Europa, Imperu Ewropew, Imperu Ewropew,,http://en.wikipedia.org/wiki/Imperium_Europa,2000-07-01,,,New party formed in 2000.,,
1407,27,40,UN,National Union,Unión Nacional,Union National,,http://en.wikipedia.org/wiki/National_Union_%28Spain%29,1977-07-01,,,,,
1408,15,11,LSDP-89,Lithuanian Social Democratic Party -- 1989,Lietuvos socialdemokratų partija – 1989,Lietuvos socialdemokratu partija -- 1989,,http://en.wikipedia.org/wiki/Social_Democratic_Party_of_Lithuania,,,,,,
1409,8,6,VVD,People's Party for Freedom and Democracy,Volkspartij voor Vrijheid en Democratie,Volkspartij voor Vrijheid en Democratie,,http://en.wikipedia.org/wiki/People%27s_Party_for_Freedom_and_Democracy,1948-01-28,,,Party formed on 28 January 1948 as a continuation of the Freedom Party (PvdV). ,,
1411,33,26,LPA,Liberal Party of Australia,Liberal Party of Australia,Liberal Party of Australia,,http://en.wikipedia.org/wiki/Liberal_Party_of_Australia,1945-08-31,,,,,
1412,41,26,POLAN,Political Spring,Politiki Anixi,Politiki Anixi,Πολιτική Άνοιξη,http://en.wikipedia.org/wiki/Political_Spring,1993-06-30,,"ata, reuters","Party formed on 30 June 1993 by Antonis Samaras a former foreign minister and member of New Democracy (ND).
Samaras reintegrated the party into New Democracy (ND), endorsed it in the 2004 EP election and  became an MEP on 20 June 2004.",,
1414,43,26,CNIP,National Centre of Independents and Peasants [Conservatives],Centre national des indépendants et paysans,Centre national des independants et paysans,,http://en.wikipedia.org/wiki/National_Centre_of_Independents_and_Peasants,,,,,Due to the change of sources from Mackie/Rose (1991) to Nohlen/Stöver (2010) with the 1978 elections the tracking of the results for the CNIP becomes blurred. From 1986 on CNIP is coded as part of 'divers right' parties (droite).  ,
1415,1,14,SDL,Party of the Democratic Left,Strana demokratickej ľavice,Strana demokratickej lavice,,http://en.wikipedia.org/wiki/Party_of_the_Democratic_Left_%28Slovakia%29,1990-07-01,2004-12-04,,,,
1418,21,40,DF,Danish People's Party,Dansk Folkeparti,Dansk Folkeparti,,http://en.wikipedia.org/wiki/Dansk_Folkeparti,1995-10-06,,reuters,,,
1419,34,11,Meretz,Energy,Meretz,Meretz,מֶרֶצ,http://en.wikipedia.org/wiki/MERETZ,1992-03-09,,,"Alliance formed on 03 September 1992 as a merger of Movement for Civil Rights and Peace (Ratz), United Workers Party (Mapam), and Change (Shinui). In 1997, the alliance turned into an official party with part of Shinui splitting again. ",,
1420,54,40,WAV,Economic Reconstruction League,Wirtschaftliche Aufbauvereinigung,Wirtschaftliche Aufbauvereinigung,,http://en.wikipedia.org/wiki/Economic_Reconstruction_Union,1945-07-01,1953-07-01,,New party formed on 25 March 1946.,,
1421,15,26,TT-LDP,Order and Justice -- Liberal Democratic Party,Tvarka ir teisingumas – Liberalų demokratų partija,Tvarka ir teisingumas -- Liberalu demokratu partija,,http://en.wikipedia.org/wiki/Order_and_Justice,2002-03-09,,,Party formed on 9 March 2002 as split from Liberal Union of Lithuania (LLiS).,,
1424,26,14,DP,Proletarian Democracy,Democrazia Proletaria,Democrazia Proletaria,,http://en.wikipedia.org/wiki/Democrazia_Proletaria,1978-04-13,,,,,
1426,39,6,SzDSz,Alliance of Free Democrats,Szabad Demokraták Szövetsége,Szabad Demokratak Szovetsege,,http://en.wikipedia.org/wiki/Alliance_of_Free_Democrats,,,,,,
1428,33,26,C,Coalition,Coalition,Coalition,,http://en.wikipedia.org/wiki/Coalition_%28Australia%29,1923-07-01,,,,,
1429,59,19,Gruene,The Greens -- The Green Alternative,Die Grünen – Die Grüne Alternative,Die Gruenen -- Die Gruene Alternative,,http://en.wikipedia.org/wiki/The_Greens_%E2%80%93_The_Green_Alternative,1986-09-20,,,,,
1431,26,3,CS,Social Christians,Cristiano Sociali,Cristiano Sociali,,http://en.wikipedia.org/wiki/Social_Christians,,,,,,
1432,1,3,KDH,Christian Democratic Movement,Kresťanskodemokratické hnutie,Krest'anskodemokraticke hnutie,,http://en.wikipedia.org/wiki/Christian_Democratic_Movement,,,,,,
1435,9,26,H,Conservative Party,Høyre,Hoyre,,https://en.wikipedia.org/wiki/Conservative_Party_(Norway),1884-08-25,,,New party formed on 25 August 1884.,,
1436,26,40,LN,North League,Lega Nord,Lega Nord,,http://en.wikipedia.org/wiki/Lega_Nord,1991-01-08,,,,,
1440,64,40,RvA-UpD,Respect for Labour,Respect voor Arbeid en Democratie – Union pour la Democratie et le Respect du Travail,Respect voor Arbeid en Democratie -- Union pour la Democratie et le Respect du Travail,,http://nl.wikipedia.org/wiki/Respect_voor_Arbeid_en_Democratie,,,,New party formed on 1 April 1978. ,,
1441,41,14,SYN,Coalition of the Left,Synaspismós tīs Aristerás,Synaspismos tis Aristeras,Συνασπισμός της Αριστεράς,http://en.wikipedia.org/wiki/Synaspismos,,,,,,
1444,11,11,A,Alliance,Alliance,Alliance,,http://en.wikipedia.org/wiki/Alliance_%28New_Zealand_political_party%29,1991-12-01,,,,,
1446,15,14,LKP,Communist Party of Lithuania,Lietuvos komunistų partija,Lietuvos komunistc partija,,http://en.wikipedia.org/wiki/Communist_Party_of_Lithuania,,,,,,null
1447,15,16,LPKTS,Union of Lithuanian Political Prisoners and Deportees,Lietuvos politinių kalinių ir terminių sąjunga,Lietuvos politiniu kaliniu ir tremtiniu sajunga,,http://en.wikipedia.org/wiki/Lithuanian_Union_of_Political_Prisoners_and_Deportees,1988-07-30,,,New party formed on 30 July 1988. ,,
1448,75,11,SDE|M,Social Democratic Party | Moderates,Sotsiaaldemokraatlik Erakond | Mõõdukad,Sotsiaaldemokraatlik Erakond | Moodukad,,http://en.wikipedia.org/wiki/Social_Democratic_Party_%28Estonia%29,1990-09-08,,,Party formed on 8 September 1990 out of several social movements. ,,
1450,21,16,JuBe,June Movement,JuniBevægelsen,JuniBevaegelsen,,http://en.wikipedia.org/wiki/June_Movement,1992-08-23,2009-09-05,,,,
1451,8,11,SDAP,Social Democratic Workers' Party,Sociaal Democratische Arbeiders Partij,Sociaal Democratische Arbeiders Partij,,http://en.wikipedia.org/wiki/Sociaal_Democratische_Arbeiders_Partij,,,,,,
1452,8,14,PSP,Pacifist Socialist Party,Pacifistisch Socialistische Partij,Pacifistisch Socialistische Partij,,http://en.wikipedia.org/wiki/Pacifist_Socialist_Party,1957-01-27,,,,,
1454,68,6,EDS,European Democratic Party,Evropská demokratická strana,Evropska demokraticka strana,,http://en.wikipedia.org/wiki/European_Democratic_Party_(Czech_Republic),2008-11-01,2010-12-11,,,,
1455,56,2,F,Progressive Party,Framsóknarflokkurinn,Framsoknarflokkurinn,,http://en.wikipedia.org/wiki/Progressive_Party_%28Iceland%29,1916-12-19,,,New party formed on 19 December 1916.,,
1457,62,6,LS,Liberal Party,Liberalna stranka,Liberalna stranka,,http://en.wikipedia.org/wiki/Liberal_Party_%28Croatia%29,1998-01-24,2006-04-27,,,,
1458,64,12,none,no party affiliation,no party affiliation,no party affiliation,,,,,,,,
1460,1,6,SaS,Freedom and Solidarity,Sloboda a solidarita,Sloboda a solidarita,,http://en.wikipedia.org/wiki/Freedom_and_Solidarity,2009-02-28,,,New party formed on 28 February 2009.,,
1461,35,2,C,Centre Party,Centerpartiet,Centerpartiet,,http://en.wikipedia.org/wiki/Centre_Party_%28Sweden%29,1913-07-01,,,New party formed in 1913.,,
1462,7,16,MIP,Popular Independent Movement,Mouvement indépendant populaire,Mouvement independant populaire,,http://lb.wikipedia.org/wiki/Mouvement_ind%C3%A9pendant_populaire,1959-07-01,,,New party formed in 1959.  ,,
1463,67,3,KD,Christian Democrats,Kristillisdemokraatit – Kristdemokraterna,Kristillisdemokraatit -- Kristdemokraterna,,http://en.wikipedia.org/wiki/Suomen_Kristillisdemokraatit,1958-05-06,,,,,
1465,62,2,HSS,Croatian Peasant Party,Hrvatska seljačka stranka,Hrvatska seljacka stranka,,http://en.wikipedia.org/wiki/Croatian_Peasant_Party,1989-07-01,,,,,
1471,34,6,TDL,Democratic Movement for Change,Tnu'a Demokratit LeShinu,Tnu'a Demokratit LeShinu,"ד""ש",http://en.wikipedia.org/wiki/Democratic_Movement_for_Change,1976-11-02,,,,,
1472,34,6,ZK,General Zionists,Zionim Klalim,Zionim Klalim,ציונים כלליים‎,http://en.wikipedia.org/wiki/General_Zionists,,1961-05-08,,,,
1475,26,11,PSI,Italian Socialist Party,Partito Socialista Italiano,Partito Socialista Italiano,,http://en.wikipedia.org/wiki/Italian_Socialist_Party,1892-08-14,1994-11-13,,Party was dissolved on 13 November 1994.,,
1477,26,26,FLI,Future and Freedom for Italy,Futuro e libertà per l'Italia,Futuro e liberta per l'Italia,,http://en.wikipedia.org/wiki/Future_and_Freedom,2010-07-30,,,,inclusion rule: party group forming in parliament with more than 5.0% seat share,"{""include"": ""party group 5% seats""}"
1478,21,6,LC,Liberal Centre,Liberalt Centrum,Liberalt Centrum,,http://da.wikipedia.org/wiki/Liberalt_Centrum,1965-09-10,,,,,
1485,23,6,PLD,Liberal Democratic Party,Partidul Liberal Democrat,Partidul Liberal Democrat,,http://en.wikipedia.org/wiki/Liberal_Democratic_Party_(Romania),,,,,,null
1487,64,6,Spirit,Spirit,Spirit,Spirit,,http://en.wikipedia.org/wiki/Sociaal-Liberale_Partij,2001-11-11,,,,,
1491,43,3,CD,Democratic Centre,Centre démocrat,Centre democrat,,http://en.wikipedia.org/wiki/Democratic_Centre_(France),,,,,,null
1492,43,11,PRG,Radical Party of the Left,Parti radical de gauche,Parti radical de gauche,,http://en.wikipedia.org/wiki/Left_Radical_Party,,,,,,
1493,62,11,SPH,Social Democratic Party of Croatia,Socijaldemokratska partija Hrvatske,Socijaldemokratska partija Hrvatske,,http://en.wikipedia.org/wiki/Social_Democratic_Party_of_Croatia,1990-11-03,,,,,
1495,1,6,DUS,Democratic Union,Demokratická únia,Demokraticka unia,,http://en.wikipedia.org/wiki/Democratic_Union_%28Slovakia%29,1994-04-24,2000-08-20,,Party merged with Slovak Democratic and Christian Union (SDKU) on 20 August 2000.,,
1496,44,26,CNL,Conservatives and National Liberals,Conservatives and National Liberals,Conservatives and National Liberals,,,,,,,Non-official name for alliance,
1500,40,40,LdT,Ticino League,Lega dei Ticinesi,Lega dei Ticinesi,,http://en.wikipedia.org/wiki/Ticino_League,1991-07-01,,,New party formed in 1991.,,
1501,8,40,PVV,Party for Freedom,Partij voor de Vrijheid,Partij voor de Vrijheid,,http://en.wikipedia.org/wiki/Party_for_Freedom,2006-02-22,,,Party formed on 22 February 2006 as a split from the People's Party for Freedom and Democracy (VVD) by Geert Wilders as a one-man faction group.,,
1502,15,6,TPP,National Resurrection Party,Tautos prisikėlimo partija,Tautos prisikelimo partija,,http://en.wikipedia.org/wiki/National_Resurrection_Party,2008-06-30,,,New party formed on 30 June 2008. ,,
1506,54,40,DVU,German People's Union,Deutsche Volksunion,Deutsche Volksunion,,http://en.wikipedia.org/wiki/Deutsche_Volksunion,1987-03-05,,,Party was formed on 16 January 1971 as a registered association and formally founded as a party on 5 March 1987.,,
1507,54,40,GB/BHE,All-German Bloc / League of Expellees and Deprived of Rights,Gesamtdeutscher Block / Bund der Heimatvertriebenen und Entrechteten,Gesamtdeutscher Block / Bund der Heimatvertriebenen und Entrechteten,,http://en.wikipedia.org/wiki/All-German_Bloc/League_of_Expellees_and_Deprived_of_Rights,1950-01-08,,phb,New party formed on 8 January 1950.,,
1508,63,14,MES,Movement of Socialist Left,Movimento de Esquerda Socialista,Movimento de Esquerda Socialista,,http://en.wikipedia.org/wiki/Movement_of_Socialist_Left,,,,,,
1512,60,19,SMS,Youth Party of Slovenia,Stranka mladih Slovenije,Stranka mladih Slovenije,,http://en.wikipedia.org/wiki/Youth_Party_of_Slovenia,2000-07-04,,,New party formed on 4 July 2000. ,,
1516,75,6,EEE,Estonian Entrepreneur Party,Eesti Ettevõtjate Erakond,Eesti Ettevotjate Erakond,,http://et.wikipedia.org/wiki/Eesti_Ettev%C3%B5tjate_Erakond,,,,,,
1518,55,26,JL,New Era,Jaunais Laiks,Jaunais laiks,,http://en.wikipedia.org/wiki/New_Era_Party,2002-02-02,,,New party formed on 2 February 2002.,,
1520,55,11,PCTVL,For Human Rights in a United Latvia,Par cilvēka tiesībām vienotā Latvijā,Par cilveka tiesibam vienota Latvija,,http://en.wikipedia.org/wiki/Latvian_Russian_Union,,,,,,
1521,35,16,Fi,Feminist Initiative,Feministiskt initiativ,Feministiskt initiativ,,http://en.wikipedia.org/wiki/Feminist_Initiative_(Sweden),2005-04-03,,,New party formed on 3 April 2005.,,
1523,51,6,ED,United Democrats,Enomeni Dimokrates,Enomeni Dimokrates,Ενωμένοι Δημοκράτες,http://en.wikipedia.org/wiki/United_Democrats,1993-07-01,,,,party of former President Vassiliou,
1532,68,6,SNK-ED,SNK European Democrats,SNK Evropští demokraté,SNK Evropsti demokrate,,http://en.wikipedia.org/wiki/SNK_European_Democrats,,,,New party formed in 2002. ,,
1535,63,19,PEV,Ecology Party -- Greens,Partido Ecologista – Os Verdes,Partido Ecologista -- Os Verdes,,http://en.wikipedia.org/wiki/Ecologist_Party_%22The_Greens%22,,,,,,null
1536,59,40,BZO,Alliance for the Future of Austria,Bündnis Zukunft Österreich,Buendnis Zukunft Oesterreich,,http://en.wikipedia.org/wiki/Alliance_for_the_Future_of_Austria,,,,,,
1537,54,40,NPD,National Democratic Party,Nationaldemokratische Partei Deutschlands,Nationaldemokratische Partei Deutschlands,,http://en.wikipedia.org/wiki/Nationaldemokratische_Partei_Deutschlands,1964-11-28,,,,,
1538,9,3,KrF,Christian Democratic Party,Kristelig Folkeparti,Kristelig Folkeparti,,http://en.wikipedia.org/wiki/Kristelig_Folkeparti,1933-09-04,,,New party formed on 4 September 1933. ,,
1539,43,11,PS,Socialist Party,Parti socialiste,Parti socialiste,,http://en.wikipedia.org/wiki/Socialist_Party_(France),,,,,,
1540,5,14,JCP,Japan Communist Party,Nihon Kyōsan-tō,Nihon Kyosan-to,日本共産党,http://en.wikipedia.org/wiki/Japanese_Communist_Party,1922-07-15,,,New party formed on 15 July 1922.,,
1541,10,40,GERB,Citizens for European Development of Bulgaria,Grazhdani za Evropeysko Razvitie na Balgariya,Grazhdani za Evropeysko Razvitie na Balgariya,Граждани за европейско развитие на България,http://en.wikipedia.org/wiki/Citizens_for_European_Development_of_Bulgaria,2006-12-03,,,Party formed on 03 December 2006 as split from National Movement Simeon II (NDSV) by Bojko Borrisow.,,
1543,63,6,AD,Democratic Alliance,Aliança Democrática,Alianca Democratica,,http://en.wikipedia.org/wiki/Democratic_Alliance_(Portugal),,,,,,
1544,74,6,KLD,Liberal Democratic Congress,Kongres Liberalno-Demokratyczny,Kongres Liberalno-Demokratyczny,,http://en.wikipedia.org/wiki/Liberal_Democratic_Congress,,,,,,null
1546,35,40,SD,Sweden Democrats,Sverigedemokraterna,Sverigedemokraterna,,http://en.wikipedia.org/wiki/Sweden_Democrats,1988-02-06,,,New party formed on 6 February 1988.,,
1547,44,11,SDP,Social Democratic Party,Social Democratic Party,Social Democratic Party,,http://en.wikipedia.org/wiki/Social_Democratic_Party_%28UK%29,,,,,,
1548,10,19,PKE,"Political Club ""Ecoglasnost""","Politicheski Klub ""Ekoglasnost""","Politicheski Klub ""Ekoglasnost""","Политически клуб ""Екогласност""",https://en.wikipedia.org/wiki/Ecoglasnost,1989-04-11,,buga,New party formed on 11 April 1989.,,
1549,74,26,UPR|KNP,Real Politics Union | Congress of the New Right,Unia Polityki Realnej | Kongres Nowej Prawicy,Unia Polityki Realnej | Kongres Nowej Prawicy,,http://en.wikipedia.org/wiki/Congress_of_the_New_Right,1990-12-06,,,New party formed on 6 December 1990. ,,
1552,26,12,none,no party affiliation,senzo partito,senzo partito,,,,,,,,null
1553,75,2,PK,Union of Farmers,Põllumeeste Kogu,Pollumeeste Kogu,,http://et.wikipedia.org/wiki/Vabaduspartei_%E2%80%93_P%C3%B5llumeeste_Kogu,,,,,,
1556,44,11,Lab,Labour,Labour Party,Labour Party,,http://en.wikipedia.org/wiki/Labour_Party_%28UK%29,,,,,,
1557,55,40,LNNK,Latvian National Independence Movement,Latvijas Nacionālās Neatkarības Kustība,Latvijas Nacionalas Neatkaribas Kustiba,,http://en.wikipedia.org/wiki/Latvian_National_Independence_Movement_%28LNNK%29,,,,,,
1560,26,16,LL,Lombard League,Liga Lombarda,Liga Lombarda,,http://en.wikipedia.org/wiki/Lega_Lombarda,1982-04-12,,,New party formed on 12 April 1994. ,inclusion rule: twice seats in parliament,"{""include"": ""seats twice""}"
1562,15,40,LLaS,Lithuanian Liberty Union,Lietuvos laisvės sąjunga,Lietuvos laisves sajunga,,http://lt.wikipedia.org/wiki/Lietuvos_laisv%C4%97s_s%C4%85junga,1994-09-13,,,,,
1563,1,14,ZRS,Association of Workers of Slovakia,Združenie robotníkov Slovenska,Zdruzenie robotnikov Slovenska,,http://en.wikipedia.org/wiki/Union_of_the_Workers_of_Slovakia,,,,,,
1565,67,14,SV,Swedish Left,Ruotsalainen vasemmisto – Svensk vänster,Ruotsalainen vasemmisto -- Svensk vanster,,http://en.wikipedia.org/wiki/Swedish_Left,,,,,,null
1566,44,28,UPUP,Ulster Popular Unionist Party,Ulster Popular Unionist Party,Ulster Popular Unionist Party,,http://en.wikipedia.org/wiki/Ulster_Popular_Unionist_Party,,,,,,null
1567,68,12,none,no party affiliation,no party affiliation,no party affiliation,,,,,,,,null
1570,10,14,KPB,Communist Party of Bulgaria,Komunisticheska Partiya na Balgariya,Komunisticheska Partiya na Balgariya,Комунистическа партия на България,http://en.wikipedia.org/wiki/Communist_Party_of_Bulgaria,1990-04-01,,buga,,,"{""information_needed"": ""party origin""}"
1572,72,12,none,no party affiliation,no party affiliation,no party affiliation,,,,,,,,null
1573,37,19,Green,Green Party,Green Party  – Comhaontas Glas,Green Party -- Comhaontas Glas,,http://en.wikipedia.org/wiki/Green_Party_%28Ireland%29,1981-07-01,,,New party formed in 1981.,"""The Green party in Ireland's official name is 'Green Party-Comhaontas Glas'. This unusual arrangement was meant to give parity to the languages. See Article 1 of the party's Constitution."" (Conor Little, European University Institute, Florence; personal communication, October, 2009)",
1575,51,26,DISY,Democratic Rally,Dimokratikós Sinayermós,Dimokratikos Synagermos,Δημοκρατικός Συναγερμός,http://en.wikipedia.org/wiki/Dimokratikos_Synagermos,1976-07-01,,jacobs,,,
1576,67,16,SEP,Finnish Pensioners Party,Suomen Eläkeläisten Puolue– Finlands Pensionärers Parti,Suomen Elakelaisten Puolue -- Finlands Pensionarers Parti,,http://fi.wikipedia.org/wiki/Suomen_El%C3%A4kel%C3%A4isten_Puolue,1985-12-18,,,New party formed on 18 December 1985.,,
1580,37,14,DLP,Democratic Left,Democratic Left,Democratic Left,,http://en.wikipedia.org/wiki/Democratic_Left_(Ireland),,,,,,null
1582,7,26,AR|ADR,Action Committee Pensions | Alternative Democratic Reform Party,Aktiounskomitee Rente | Alternativ Demokratesch Reformpartei,Aktiounskomitee Rente | Alternativ Demokratesch Reformpartei,,http://en.wikipedia.org/wiki/Action_Committee_for_Democracy_and_Pensions_Justice,1987-05-12,,,New party formed on 12 May 1987.,,"{""name_language"": [""French: Comit\u00e9 d'action pensions | Parti r\u00e9formiste d'alternative d\u00e9mocratique"", ""German: Aktionskomitee Rente | Alternative Demokratische Reformpartei""]}"
1587,60,16,DeSUS,Democratic Party of Pensioners of Slovenia,Demokratična stranka upokojencev Slovenije,Demokraticna stranka upokojencev Slovenije,,http://en.wikipedia.org/wiki/Democratic_Party_of_Pensioners_of_Slovenia,1991-07-01,,,,,
1589,23,26,PIN,National Initiative Party,Partidul Iniţiativa Naţională,Partidul Initiativa Nationala,,http://en.wikipedia.org/wiki/National_Initiative_Party,2006-07-01,,,Party formed in December 2006. ,,
1590,75,11,K-EUR,Constitution Party -- Estonian United People's Party,Konstitutsioonierakond – Eestimaa Ühendatud Rahvapartei,Konstitutsioonierakond -- Eestimaa Uehendatud Rahvapartei,,http://en.wikipedia.org/wiki/Constitution_Party_(Estonia),1994-10-08,,,New party formed on 8 October 1994 and registered on 8 December.,,
1591,39,11,MSZP,Hungarian Socialist Party,Magyar Szocialista Párt,Magyar Szocialista Part,,http://en.wikipedia.org/wiki/Hungarian_Socialist_Party,,,,,,
1592,41,14,SYRIZA,Coalition of the Radical Left,Synaspismós Rizospastikís Aristerás,Synaspismos Rizospastikis Aristeras,Συνασπισμός Ριζοσπαστικής Αριστεράς,http://en.wikipedia.org/wiki/Coalition_of_the_Radical_Left,2004-01-15,,,New party formed on 15 January 2004.,,
1593,26,14,PSIUP,Socialist Party of Proletarian Unity,Partito Socialista di Unità Proletaria,Partito Socialista di Unita Proletaria,,http://en.wikipedia.org/wiki/Italian_Socialist_Party_of_Proletarian_Unity,,,,,,
1594,64,19,AGL-Gr,Agalev -- Green,Agalev – Groen,Agalev -- Groen,,http://en.wikipedia.org/wiki/Anders_Gaan_Leven,1979-07-01,,,,,
1595,8,2,Bp,Farmers Party,Boerenpartij,Boerenpartij,,http://en.wikipedia.org/wiki/Boerenpartij,1959-07-01,,,New party formed in 1959.,,
1597,75,26,IRL,Pro Patria and Res Publica Union,Erakond Isamaa ja Res Publica Liit,Erakond Isamaa ja Res Publica Liit,,http://en.wikipedia.org/wiki/Union_of_Pro_Patria_and_Res_Publica,2006-06-04,,,Party formed on 4 June 2006 as a merger of Pro Patria Union (I) and the Res Publica Party (ERP).,New party because ERP and I have similar vote share in last election (EP election 2004).,
1599,44,12,none,no party affiliation,no party affiliation,no party affiliation,,,,,,,,null
1601,23,11,PSDR,Romanian Social Democratic Party,Partidul Social Democrat Român,Partidul Social Democrat Roman,,http://en.wikipedia.org/wiki/Romanian_Social_Democratic_Party_%281990%E2%80%932001%29,,,,,,
1602,40,40,FPS,Automobile Party | Freedom Party of Switzerland,Auto-Partei | Freiheitspartei der Schweiz,Auto-Partei | Freiheitspartei der Schweiz,,http://en.wikipedia.org/wiki/Freedom_Party_of_Switzerland,1984-07-01,,,New party formed in 1984.,,
1605,21,6,V,Liberal Party,Venstre,Venstre,,http://en.wikipedia.org/wiki/Venstre_%28Denmark%29,1870-07-01,,,,,
1606,21,6,RF,Justice Party,Retsforbund,Retsforbund,,http://en.wikipedia.org/wiki/Justice_Party_of_Denmark,1919-10-21,,,New party formed on 21 October 1919.,,
1608,55,11,SDP,Social Democratic Party,Sociāldemokrātiskā partija,Socialdemokratiska partija,,http://en.wikipedia.org/wiki/Social_Democratic_Party_%28Latvia%29,,,,,,
1613,68,40,S-JB,Sovereignty -- Jana Bobosikova Bloc,Suverenita – blok Jany Bobošíkové,Suverenita -- blok Jany Bobosikove,,http://en.wikipedia.org/wiki/Sovereignty_%E2%80%93_Jana_Bobo%C5%A1%C3%ADkov%C3%A1_Bloc,,,,,,
1615,1,26,Lu+Ls,People's Union -- Liberal Party,Ludová únia – Liberálna strana,Ludova unia -- Liberalna strana,,http://en.wikipedia.org/wiki/Liber%C3%A1lna_strana,,,,,,
1616,68,6,DU,Democratic Union,Demokratická unie,Demokraticka unie,,http://en.wikipedia.org/wiki/Democratic_Union_(Czech_republic),1994-03-01,,,New party formed in March 1994.,,
1617,39,12,none,no party affiliation,független,fuggetlen,,,,,,,,
1619,60,19,ZS,Greens of Slovenia,Zeleni Slovenije,Zeleni Slovenije,,http://en.wikipedia.org/wiki/Greens_of_Slovenia,,,,,,null
1620,1,26,MH,Most-Hid,Most-Híd,Most-Hid,,http://en.wikipedia.org/wiki/Most%E2%80%93H%C3%ADd,2009-06-30,,,,,
1621,51,19,KOP,Ecological and Environmental Movement,Kinima Oikologoi Perivallontistoi,Kinima Oikologoi Perivallontistoi,Κίνημα Οικολόγων Περιβαλλοντιστών,http://en.wikipedia.org/wiki/Ecological_and_Environmental_Movement,1996-07-01,,eed,New party formed in 1996. ,,
1623,15,14,TSKP,Lithuanian Communist Party on the CPSU Platform,Lietuvos komunistų partija TSKP platformoje,Lietuvos komunistu partija TSKP platformoje,Коммунистическая партия Литвы,http://en.wikipedia.org/wiki/Communist_Party_of_the_Soviet_Union,,,,,,
1624,1,6,ADS,Alliance of Democrats,Aliancia demokratov Slovenska,Aliancia demokratov Slovenska,,http://sk.wikipedia.org/wiki/Aliancia_demokratov_Slovenska,,,,ADS was formed in March 1993 when 8 MPs left the HZDS party group.,Party included because of cabinet participation.,
1627,62,6,IDS,Istrian Democratic Assembly,Istarski demokratski sabor,Istarski demokratski sabor,,http://en.wikipedia.org/wiki/Istrian_Democratic_Assembly,,,,,,
1629,21,11,Sd,Social Democrats,Socialdemokraterne,Socialdemokraterne,,http://en.wikipedia.org/wiki/Social_Democrats_%28Denmark%29,1871-07-01,,,,,
1632,15,2,LVP,Lithuanian Peasant Party,Lietuvos valstiečių partija,Lietuvos valstieciu partija,,http://en.wikipedia.org/wiki/Lithuanian_Peasants_Party,,,,,,null
1633,26,3,DC,Christian Democrats,Democrazia Cristiana,Democrazia Cristiana,,"http://en.wikipedia.org/wiki/Christian_Democracy_(Italy,_historical)",,,,,,
1634,21,12,GrFa,Greenland and Faroe Islands,Grønland og Færøerne,Gronland og Faeroerne,,,,,,,Including seats won by regional parties from the two autonomous islands until 2007.,
1636,11,16,SC|DP,Social Credit | Democratic Party,Social Credit | Democratic Party,Social Credit | Democratic Party,,http://en.wikipedia.org/wiki/Social_Credit_Party_%28New_Zealand%29,1953-01-10,,,New party formed on 10 January 1953.,,
1638,9,14,RV,Red Electoral Alliance,Rød Valgallianse,Rod Valgallianse,,http://en.wikipedia.org/wiki/Red_Electoral_Alliance,1973-07-01,,,New party formed in 1973.,,
1639,23,19,MER,Romanian Ecological Movement,Miscarea Ecologista din Romania,Miscarea Ecologista din Romania,,https://en.wikipedia.org/wiki/Ecological_Movement_of_Romania,1990-07-01,2000-07-01,,,,
1644,21,19,SF,Socialist Peoples Party,Socialistisk Folkeparti,Socialistisk Folkeparti,,http://en.wikipedia.org/wiki/Socialistisk_Folkeparti,1959-02-15,,,,,
1645,1,26,OKS,Civic Conservative Party,Obcianska konzervatívna strana,Obcianska konzervatIvna strana,,http://en.wikipedia.org/wiki/Civic_Conservative_Party,,,,,,null
1647,20,40,GP,Young Party,Genç Parti,Genc Parti,,http://en.wikipedia.org/wiki/Gen%C3%A7_Parti,2002-07-10,,,New party formed on 10 July 2002 by Cem Uzan.,,
1649,67,16,VEU,Anti-EU Movement,Vaihtoehto EU:Lle,Vaihtoehto EU:Lle,,http://fi.wikipedia.org/wiki/Vaihtoehto_EU:lle_Tiedotuskeskus,,,,,,"{""information_needed"": ""party origin""}"
1650,33,3,CDP,Christian Democratic Party,Christian Democratic Party,Christian Democratic Party,,http://en.wikipedia.org/wiki/Christian_Democratic_Party_%28Australia%29,1977-07-01,,,New party formed in 1977.,,
1651,1,11,SDSS,Social Democratic Party of Slovakia,Sociálnodemokratická strana Slovenska,Socialnodemokraticka strana Slovenska,,http://en.wikipedia.org/wiki/Social_Democratic_Party_of_Slovakia,,,,,,null
1655,51,12,Turkish,Turkish,Turkish,Turkish,,,,,,,,null
1656,55,11,LSDSP,Latvian Social Democratic Workers' Party,Latvijas Sociāldemokrātiskā Strādnieku Partija,Latvijas Socialdemokratu Stradnieku Partija,,http://en.wikipedia.org/wiki/Latvian_Social_Democratic_Workers%27_Party,,,,,,
1657,27,19,EP-V,Europe of the People -- The Greens,Europa de los Pueblos – Verdes,Europa de los Pueblos -- Verdes,,http://en.wikipedia.org/wiki/Europe_of_the_Peoples%E2%80%93Greens,,,,,,
